Date,Record Number,Record Type,Description,Project Name,Status,Short Notes
3/4/2019,BCP2019-030064,Building - Construction Permit,REPLACE BATH TUB SUBJECT TO FIELD INSPECTION. ADD MOVE TOILET AND SHOWER 4/22/19 (BLDG TRADE ADDED 04/29/2019),"JORGENSEN, M KYRA TRE",Completed,Replacement
3/4/2019,BCP2018-01712B,Building - Construction Permit,"Online Permit - Unit window sizes increased, breezeway sections adjusted, tenant separation wall details adjusted; Changes apply to Building 5 as a whole (North and South entry permits)",WOODLAWN APARTMENTS BLDG 5 NORTH ENTRY,Completed,Replacement
3/4/2019,BCP2018-01710B,Building - Construction Permit,"Online Permit - Unit window sizes increased, breezeway sections adjusted, tenant separation wall details adjusted; Changes apply to Building 4 as a whole (North and South entry permits)",WOODLAWN APARTMENTS BLDG 4 NORTH ENTRY,Completed,Replacement
3/4/2019,BCP2018-01707B,Building - Construction Permit,"Online Permit - Unit window sizes increased, breezeway sections adjusted, tenant separation wall details adjusted; Changes apply to Building 3 as a whole (East and West entry permits)",WOODLAWN APARTMENTS BLDG 3 WEST ENTRY,Completed,Replacement
3/4/2019,BCP2018-01705B,Building - Construction Permit,"Online Permit - Unit window sizes increased, breezeway sections adjusted, tenant separation wall details adjusted; Changes apply to Building 2 as a whole (East and West entry permits)",WOODLAWN APARTMENTS BLDG 2 WEST ENTRY,Completed,Replacement
3/4/2019,BCP2018-01703B,Building - Construction Permit,"Online Permit - Unit window sizes increased, breezeway sections adjusted, tenant separation wall details adjusted; Changes apply to Building 1 as a whole (North and South entry permits)",WOODLAWN APARTMENTS BLDG 1 SOUTH ENTRY,Completed,Replacement
3/4/2019,BCP2019-030057,Building - Construction Permit,REPLACE FRONT DOOR WITH NEW IMPACT DOOR (FL#22378.5).REPAIR &  REPLACE FRONT SIDING (FL#23885.1),CHIAVATTI,Completed,Replacement
3/4/2019,BCP2018-090173B,Building - Amendment,CHANGING DESIGN TO STAIRWAY,OGAGA,Completed,undefined
3/3/2019,BCP2019-030056,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofitSuite 203,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030055,Building - Over the Counter Permit,Online Permit - Electrical - anchor retrofit meter can Suite 109,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030054,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofitSuite 107,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030053,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030052,Building - Over the Counter Permit,Online Permit - Electrical - anchor retrofit meter can,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030051,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030050,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030049,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030048,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030047,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030046,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030045,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030044,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
3/3/2019,BCP2019-030043,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Install (1) Trane 4TWR4030 / TEM4A0B30 2.5-ton system.  14.00 SEER w/ 5 kW heater. (Air Handler,Condenser)",BASKEVICE,Completed,A/C Change Out
3/3/2019,BCP2019-030042,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal changeout.  Install (1) Trane 4TWR4048 / TEM4A0C48 4-ton system.  14.00 SEER w/ 8 kW heater. (Air Handler,Condenser)",CRUMP,Completed,A/C Change Out
3/2/2019,BCP2019-030357,Building - Over the Counter Permit,Online Permit - A/C Change Out - E/C/O OF A 2.5 TON PACKAGE UNITLOT #125 (Package Unit),COBB,Completed,A/C Change Out
3/2/2019,BCP2019-030040,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/c change out of a 3-ton, 16 SEER split system.A/H model # RH1T3617STANJA, CON model # RA1636AJ1NA, Heater # 10KW w/breaker (Air Handler,Condenser)",Takacs Change Out,Completed,A/C Change Out
3/2/2019,BCP2019-030041,Building - Construction Permit,Online Permit - Install storage shed no concrete no electric no subs,Buckingham,Completed,New
3/1/2019,SWO2019-03003,Building/Enforcement/Stop Work Order/SWO,**3X FEE***FENCE INSTALLED AND IT IS PASSED THE FRONT OF THE HOUSE,,Complied,undefined
3/1/2019,SWO2019-03002,Building/Enforcement/Stop Work Order/SWO,Address was entered incorrectly. Correct address should be 1121 Saturn. Case will be voided.,,Void,undefined
3/1/2019,SWO2019-03001,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-Possible restaurant remodel. (Sushi),,Complied,undefined
3/1/2019,BCP2019-030083,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal Change-out Installing Goodman 5 ton 16 SEER Heat Pump Split System with 8 kw heat pkg.  Air Handler is in the attic (Air Handler,Condenser)",Performance Research,Completed,A/C Change Out
3/1/2019,BCP2019-030037,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal A/C change out RP1424AJ1NA, RH1T2417STANJA,5KW heat (Air Handler,Condenser)",Bourque,Completed,A/C Change Out
3/1/2019,BCP2019-030035,Building - Over the Counter Permit,Online Permit - Low Voltage - Commercial - Low Vortlage/Control wiring for network and CCTV prewire,7-Eleven#38582,Completed,Low Voltage - Commercial
3/1/2019,BCP2019-030029,Building - Over the Counter Permit,Online Permit - A/C Change Out - 16 PT DUCT CHANGE OUT,VELOTT,Completed,A/C Change Out
3/1/2019,BCP2019-030023,Building - Over the Counter Permit,Online Permit - Gas Water Heater - WATER HEATER CHANGE OUT,YATZKAN,Completed,Gas Water Heater
3/1/2019,BCP2019-030018,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - install 50 gallon tall water heater,Redburn Water Heater,Completed,Water Heater Change Out
3/1/2019,BCP2019-030017,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O 2.5TON 15SEER 5KW HP SPLIT TEMPSTAR (Air Handler,Condenser)","DOERR, GEORGE",Completed,A/C Change Out
3/1/2019,BCP2019-030016,Building - Over the Counter Permit,"Online Permit - A/C Change Out - AHRI# 8331282Cond M#  GSZ160361BAH M#  ASPT37C14A (Air Handler,Condenser)",Ram,Completed,A/C Change Out
3/1/2019,BCP2019-030015,Building - Over the Counter Permit,Online Permit - Electrical - meter inspection after Duke disconnect for tampering.,meter inspection,Completed,Electrical
3/1/2019,BCP2019-030010,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C Changeout  3.0 TON, 16 SEER HP - GSZ160361A/H - AVPTC37C14 (Air Handler,Condenser)",Pennino,Completed,A/C Change Out
3/1/2019,BCP2019-030009,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Replace air conditioning system - 4ton system (Air Handler,Condenser)",W207,Completed,A/C Change Out
3/1/2019,BCP2019-030007,Building - Over the Counter Permit,"Online Permit - A/C Change Out - equal change out w/ICP COMFORTMAKER#N4H430GKG/FEM4X3000BL (Air Handler,Condenser)","HUGHES, T",Completed,A/C Change Out
3/1/2019,BCP2019-030004,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO 2.5 TON HEAT PUMP WITH 5KW HEAT AHRI 9033590 SEER 15.25 (Air Handler,Condenser)",CRISTAL,Completed,A/C Change Out
3/1/2019,FIR2019-03004,Building - Fire,REMODEL EXISTING FIRE ALARM AUDIO/VISUAL DEVICES FOR PART OF THE FOURTH FLOOR.,AT4 BUILD OUT,Completed,Fire Alarm
3/1/2019,FIR2019-03003,Building - Fire,INSTALLATION OF FIRE ALARM IN EXISTING CHURCH SPACE,BLDG 28 - CHURCH,Completed,Fire Alarm
3/1/2019,FIR2019-03002,Building - Fire,INSTALL OF FIRE SPRINKLER SYSTEM IN EXISTING CHURCH SPACE,BLDG 28 - CHURCH,Completed,Fire Sprinkler
3/1/2019,FIR2019-03001,Building - Fire,INSTALL OF NEW FIRE UNDERGROUND LINE,BLDG 28 - CHURCH,Completed,Underground Fire Line
3/1/2019,BCP2019-030039,Building - Construction Permit,Online Permit - Complete demolition of house - three living units,"Chesney, Ed",Completed,Demolition
3/1/2019,BCP2019-030038,Building - Construction Permit,Online Permit - <300K Install 4sq flat roof with CertainTeed FL 2533-R19 and CertainTeed underlayment FL11288-R16 with slope of 0/12,New Flat Roof,Completed,Roof
3/1/2019,BCP2019-030036,Building - Construction Permit,"Online Permit - Garage Door Replacements, Same Sizes (9X7 & 9X7), fl # 8248.4 & 8248.4",YEAGER,Completed,"Windows, Doors and Garage Doors"
3/1/2019,BCP2019-030034,Building - Construction Permit,KITCHEN REMODEL,BOHLEN,Completed,Replacement
3/1/2019,BCP2019-030033,Building - Construction Permit,Online Permit - ECO 5 TON TRANE 4TTR6060B1000A TEM6A0C60H51SA 8KW HEATER SEER 15.25 AHRI 8858397,CHURCHILL,Completed,A/C Change Out
3/1/2019,BCP2019-030032,Building - Construction Permit,Online Permit - REPLACE 8 X 7 NON WIND LOAD GARAGE DOOR W/A 8 X 7 WIND LOAD GARAGE DOOR.FL15279.72,DAVID WILLIAMS,License Holder Self Certify,"Windows, Doors and Garage Doors"
3/1/2019,BCP2019-030031,Building - Construction Permit,"INTERIOR REMODEL: REMOVE FIBER GLASS SHOWER, INSTALL NEW MOISTURE RESISTANT BACKER BOARD, NO CHANGE TO DRAIN LOCATION, INSTALL PREFAB SHOWER PAN, NEW VALVE, NEW ACRYLIC WALLS, NO DISRUPTION TO THE FIREWALL.",GOLAN,Completed,Replacement
3/1/2019,BCP2019-030030,Building - Construction Permit,"Online Permit - <300K Remove existing and install new OC Shingles FL#10674.R13, Peel and Stick Underlayment FL#2569.R14, 22SQS, 5/12",ARREVALO,Completed,Roof
3/1/2019,BCP2019-030028,Building - Construction Permit,INSTALL 45 LINEAR FT OF 6 FT HIGH WOOD FENCE (GOOD SIDE TO FACE OUTWARD),"JO, SUSAN H/VOLSEY",Completed,Fence
3/1/2019,BCP2019-030027,Building - Construction Permit,NEW BIRD CAGE - ADDING  FOOTERS AND PAD TO SECURE,"QUINN, PATRICK",Completed,"New Accessory (Shed, Deck)"
3/1/2019,BCP2019-030026,Building - Construction Permit,INSTALL 86 LINEAR FT OF 6 FT HIGH & 56 LINEAR FT OF 4 FT HIGH VINYL FENCE,PETERSON,Completed,Fence
3/1/2019,BCP2019-030025,Building - Construction Permit,STUCCO EXTERIOR BUILDING.  STUCCO APPLICATION FOLLOWING FLORIDA BUILDING CODE STANDARDS,TROPICAL INN,Completed,Replacement
3/1/2019,BCP2019-030024,Building - Construction Permit,"Online Permit - <300K 30 SQ Roof Replacement with CertainTeed Shingles, FL5444-R14, FL15216",Chivari ReRoof,Completed,Roof
3/1/2019,BCP2019-030022,Building - Construction Permit,"Online Permit - <300K tear off and re roof with shingles, dry in with secondary water barrier.  Slope 4/12 sqs 20SWB PA # 17401.1Shingle GAF PA # 10124.1",Kelley,Completed,Roof
3/1/2019,BCP2019-030021,Building - Construction Permit,REMOVE AND REPLACE 16X7 GARAGE DOOR FL#14529.2,DZIUBINSKI,Completed,Replacement
3/1/2019,BCP2019-030020,Building - Construction Permit,INSTALL SOLAR ELECTRIC SYSTEM,"MC CLURE, BRIAN",Completed,"New Accessory (Shed, Deck)"
3/1/2019,BCP2019-030014,Building - Construction Permit,"Online Permit - <300K Remove existing roof, renail deck to current code, install Mod Bit Roof System (FL#FL2533-R21). Roof is .5/12 slope",Duplex,Completed,Roof
3/1/2019,BCP2019-030013,Building - Construction Permit,ELEVATED CONCRETE SWIMMING POOL & SPA IN EXISTING VAULT ON SECOND FLOOR.  POOL EQUIPMENT TO BE INSTALLED ON THE GROUND LEVEL.,APEX 1100,Completed,Pool - In Ground
3/1/2019,BCP2019-030012,Building - Construction Permit,"Online Permit - <$300K 25 sq. remove existing roof, re-nail deck, install peel & stick underlayment (FL# 5259.1), install new shingles (FL# 10124.1). 4/12 pitch.?�3sq install new TPO flat roof (FL# 15885.1, W-39)",1380 orange st,Completed,Roof
3/1/2019,BCP2019-030008,Building - Construction Permit,"REPLACE 1,936 SQ FT ROOF (TPO) FL#11475.1. BUIDLING AND ELECTRICAL TRADES ADDED AND PAID ON AMEND A.",FELDT ROOF REPLACEMENT,Completed,Roof
3/1/2019,BCP2019-030006,Building - Construction Permit,SWO2019-02025 INSTALL A 6 FT HIGH WOOD FENCE 7.5 FEET IN LENGTH AND 2 CONCRETE BLOCK COLUMNS 5.5 FT TALL .  GOOD SIDE MUST FACE OUT.  #902 INSPECTION REQUIRED,SUSAN C MORSE,Completed,Fence
3/1/2019,BCP2019-030005,Building - Construction Permit,REPLACE SLIDING GLASS DOOR FL251.10,PATRICIA A BENNER,Completed,Replacement
3/1/2019,BCP2019-030003,Building - Construction Permit,SOLAR PV SYSTEM INSTALLATION ROOF MOUNT,KHATEHENAN,Completed,"New Accessory (Shed, Deck)"
3/1/2019,BCP2019-030002,Building - Construction Permit,Online Permit - REPLACE 10 WINDOWS SIZE FOR SIZE.  IMPACT.  15819.2 ; 16092.6,Clute0346650,Completed,"Windows, Doors and Garage Doors"
3/1/2019,BCP2019-030001,Building - Construction Permit,Online Permit - REPLACE 8 WINDOWS SIZR FOR SIZE.  NON Impact.  OPENING PROTECTION EXEMPTION.  15819.8,Benneinger-346119,Completed,"Windows, Doors and Garage Doors"
3/1/2019,FIR2018-04012B,Building - Amendment,SEE NARRATIVE LETTER FOR CHANGES,CLEARWATER GAS,Completed,undefined
2/28/2019,BCP2019-020881,Building - Over the Counter Permit,Online Permit - Electrical - Installing 200A service (Change Panel Box),1944 souvenir,Completed,Electrical
2/28/2019,BCP2019-020880,Building - Over the Counter Permit,Online Permit - Electrical - anchor meter can retrofit,anchor retrofit,Completed,Electrical
2/28/2019,BCP2019-020872,Building - Over the Counter Permit,"Online Permit - A/C Change Out - AC CO DAIKIN 2TON SEER 14.5  5KW (Air Handler,Condenser)",EBRAHIM YOUSSEFI,Completed,A/C Change Out
2/28/2019,BCP2019-020869,Building - Over the Counter Permit,"Online Permit - A/C Change Out - 1 TRANE 4 TON 17 SEER SPLIT SYSTEM E/C/O, COND#4TWR7048, A/H#TEM6A0C48 (Air Handler,Condenser)",BORN,Completed,A/C Change Out
2/28/2019,BCP2019-020864,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - REPLACE 30 GALLON ELECTRIC WATER HEATER,WATER HEATER REPLACEMENT,Completed,Water Heater Change Out
2/28/2019,BCP2019-020860,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - ECO 40 GALLON ELECTRIC WATER HEATER,JOHNSTON,Completed,Water Heater Change Out
2/28/2019,BCP2019-020859,Building - Over the Counter Permit,EQUAL CHANGE OUT OF A 2 TON SPLIT SYSTEM 8 KW 14 SEER,RE CAPITAL MGMT,Completed,A/C Change Out
2/28/2019,BCP2019-020850,Building - Over the Counter Permit,E/C/O 2.5 TON HVAC SYSTEM CONNECT TO EXISTING DUCT WORK AND ELECTRICAL CIRCUITS,ANNA CHEAH,Completed,A/C Change Out
2/28/2019,BCP2019-020843,Building - Over the Counter Permit,"INSTALLING LOW VOLTAGE, SPECIFICALLY CAT 6, CABLING FOR 14 LOCATIONS OF CAMERAS & 1 WIFI ACCESS PORT",ST PAUL'S LUTHERINE,Completed,Low Voltage - Commercial
2/28/2019,BCP2019-020842,Building - Over the Counter Permit,Online Permit - A/C Change Out - AC CO EQUAL TRANE 2TON SEER 15.5 8KW,ANITA WHITE,Completed,A/C Change Out
2/28/2019,BCP2019-020839,Building - Over the Counter Permit,"Online Permit - A/C Change Out - AC CO EQUAL TRANE 5TON SEER 14 5KW (Air Handler,Condenser)",BEAST ATHLETICS,Completed,A/C Change Out
2/28/2019,BCP2019-020837,Building - Over the Counter Permit,Online Permit - Gas Water Heater - C/O tankless gas water heater.,Alazos,Completed,Gas Water Heater
2/28/2019,BCP2019-020835,Building - Over the Counter Permit,Online Permit - A/C Change Out - Equal change out of 3 ton 14 seer straight cool package unit with 10kw heat. (Package Unit),Sotnick,Completed,A/C Change Out
2/28/2019,HOU2019-00035,Building/Enforcement/Housing/HOU,Test case,,Complete,undefined
2/28/2019,HOU2019-00034,Building/Enforcement/Housing/HOU,Multiple housing issues throughout out building see contact number,,No Violation,undefined
2/28/2019,HOU2019-00033,Building/Enforcement/Housing/HOU,Water Leak From units above causing water damage to unit 102,,Complied,undefined
2/28/2019,FIR2019-02018,Building - Fire,INSTALLATION OF 11 FIRE SPRINKLER HEADS IN HALLWAY BETWEEN ROSS AND BEAUTY SUPPLY STORE AND CONNECT TO EXISTING SYSTEM,ROSS,Completed,Fire Sprinkler
2/28/2019,ENG2019-02008,Building - Engineering,"SANITARY SEWER IMPACT FEE - $900.00; SANITARY SEWER ASSESSMENT FEE - $910.00.SANITARY SEWER LATERAL, SEWER MAIN AND TAP EXTENSION, TIME AND MATERIAL - $7,197.80.",BETTY J. TUTHILL,Completed,Sanitary Sewer
2/28/2019,BCP2019-020879,Building - Construction Permit,REMOVE 1 SLIDING GLASS DOOR IWTH IMPACT FL242.10,"BUBNIS, CHRIS",Completed,Replacement
2/28/2019,BCP2019-020878,Building - Construction Permit,"REPLACE 4 ENTRY DOORS WITH IMPACT DOORS. FL17184.09, FL15213.1","PERKINS, JAY",Completed,Replacement
2/28/2019,BCP2019-020877,Building - Construction Permit,"CLUBHOUSE #2 EXPLORATORY DEMOLITION: REMOVE NON-LOAD BEARING FRAMING ON INTERIOR OF CLUBHOUSE; CUT SLAB FROM INTERIOR FLOOR, STARTING 18"" AWAY FROM WALL, SO THE FOOTER IS NOT DISTRUBED.",GENESIS APARTMENTS-CLUBHOUSE #2,Completed,Interior Demo
2/28/2019,BCP2019-020876,Building - Construction Permit,"Online Permit - <$300K Remove existing and install new OC Shingles FL#10674.R13, Peel and Stick Underlayment FL#2569.R14,20SQS, 5/12",LAROCCA LAKEVIEW,Completed,Roof
2/28/2019,BCP2019-020874,Building - Construction Permit,"RE-ROOF 34 SQS ASPHALT SHINGLE & UNDERLAYMENT (FL#5444.1, FL#2569.1) <$300,000","FISHER, CATHERINA",Completed,Roof
2/28/2019,BCP2019-020873,Building - Construction Permit,REMOVE EXISTING ROOFS AND INSTALL SHINGLE ROOF AND MODIFIED ROOF SYSTEM FL # 16305.1 FL # 2569.1 FL # 2533.1,JAMES JACKSON,Completed,Roof
2/28/2019,BCP2019-020871,Building - Construction Permit,UNS2018-00004  REPLACE DRYWALL FOR WALLS & CEILINGS OF (2) SEPARATE ROOMS AT FRONT OF PROPERTY. (Needs frame inspection. Check to see if any electrical was done. DCR)  (CC per Dana needs to close online mechanical permit for CC (JBS),407 ORION AVE LAND TRUST,Completed,Replacement
2/28/2019,BCP2019-020868,Building - Construction Permit,Online Permit - Replace (2) Existing Garage Doors with a FL Approved Doors.Size: (1) 16 X 7  and (1) 9 X 7 FL#:14170.9 and FL#:14170.5,SANDERS/813-299-6174,Completed,"Windows, Doors and Garage Doors"
2/28/2019,BCP2019-020867,Building - Construction Permit,REROOF 45 SQ SHINGLE FL10124.1; FL10626.1 (LESS THAN 300T),TIMOTHY A BECKER,Completed,Roof
2/28/2019,BCP2019-020866,Building - Construction Permit,REMOVE CONCRETE DRIVEWAY AND REPLACE WITH PAVERS (ADDING THIN PAVERS OVER EXISTING REAR CONCRETE PATIO S/S),FRANK BEYER JR,Completed,Driveway
2/28/2019,BCP2018-080087A,Building - Construction Permit,ONLINE PERMIT - SOLAR MODULE LAYOUT WAS REVISED TO SHOW NEW ROOF ACCESS POINTS LOCATIONS TO MEET FIRE CODE REQUIREMENTS. NFPA 11.12.2.2.2.1.2 SINGLE RIDGE LAYOUTS 2X3 FT ACCESS PATHWAY  EAVE TO RIDGE AND ACCESS POINTS.,SOLAR ENERGY,Completed,Electrical
2/28/2019,BCP2019-020863,Building - Construction Permit,Online Permit - OVER 300K Tile Repair #1: (Southwest wall line.)*Remove approx 3' x 15' of tile down to bare sheathing along the wall line. *Install new underlayment to the deck and tie in with roof cement.*Install new metal L flashing along the wall with nail in push pins and seal with vulken.*Install clay barrel tiles set in tile foam adhesive.*Install waka lead flashing form fitted along the tile and fastened to the wall with turn bar.*Install new secondary counter flashing  along the wall line and seal with vulken. Tile Repair #2: (East side of the home)*Remove approx 6' x 6' of tile down to bare sheathing. *Additional tiles will break in order to remove the broken tile.*Install tiles set in tile foam bond.,Carlton,Completed,Roof
2/28/2019,BCP2019-020862,Building - Construction Permit,INSTALL 6' HIGH PVC FENCE 133 LF,WILLIAM DANIELS,Completed,Fence
2/28/2019,BCP2019-020861,Building - Construction Permit,"Online Permit - Replace meter center for units 116, 117, 216, 217 at 1351",Bayside Gardens 3,Completed,Electrical
2/28/2019,BCP2019-020858,Building - Construction Permit,"Online Permit - <$300K Remove existing and install new OC Shingles FL#10674.R13, Peel and Stick Underlayment FL#2569.R14, 21SQS, 5/12",LENK EVERGREEN,Completed,Roof
2/28/2019,BCP2019-020857,Building - Construction Permit,REPLACE NINE WINDOWS S4S IMPACT FL1844.3,"GILLETT, CHARLOTTE",Completed,Replacement
2/28/2019,BCP2019-020856,Building - Construction Permit,INSTALL A 6 FT HIGH WOOD FENCE 199 FT IN LENGTH (GOOD SIDE MUST FACE OUT),LORRAINE Y PAYNE,Completed,Fence
2/28/2019,BCP2019-020855,Building - Construction Permit,"Online Permit - <$300K Remove existing and install new OC Shingles FL#10674.R13, Peel and Stick Underlayment FL#2569.R14, 25sqs, 5/12",GRIFFITH,Completed,Roof
2/28/2019,BCP2019-020854,Building - Construction Permit,INSTALL A 6 FT HIGH WHITE PVC FENCE 38 FT IN LENGTH,"WOLFGRAM, JAMES",Completed,Fence
2/28/2019,BCP2019-020853,Building - Construction Permit,"WINDOWS S4S FIVE IMPACT FL5419.1, FL15534.2","MAYWOOD, DAVID",Completed,Replacement
2/28/2019,BCP2019-020852,Building - Construction Permit,UPGRADE LTE EQUIPMENT ON AN EXISTING CELL TOWER,LICKTON PARK RELO -12772052,Completed,Telecom Tower - Antenna
2/28/2019,BCP2019-020851,Building - Construction Permit,"ROOM ADDITION TO THE BACK OF THE EXISTING HOUSE. APPROX. 21X40 WITH MASTER BED, BATH, AND FAMILY ROOM. FL#15225.1 FL#239.7 FL#10674.1 FL#26482.1",DAUTI,Active,Addition
2/28/2019,BCP2019-020849,Building - Construction Permit,RE-ROOF 34 SQ 3/12 PITCH FL#10674.1;  FL#9777 (LESS THAN 300T),MARJORIE M TEMME,Completed,Roof
2/28/2019,BCP2019-020848,Building - Construction Permit,REMOVE EXISTING EXTERIOR CHIMNEY FRAMING TO EXPOSE CHUTE. PROVIDE & INSTALL FRAMING TO REPLACE AREA REMOVED. STUCCO AREA TO MATCH EXISTING. A/C LINES TO REMAIN INSIDE FRAMED AREA.INSTALL OWNER PROVIDED CHIMNEY CAP. METAL FLUE PIPE TO REMAIN. SOD AREA APPROX. 100SF. PAINT TO MATCH EXISTING.,PIEDMONT,Completed,Replacement
2/28/2019,BCP2019-010101B,Building - Construction Permit,ONLINE PERMIT - REPLACE EXISTING LINTEL/BEAM,JENNIFER SIMARD,Completed,Replacement
2/28/2019,BCP2019-020846,Building - Construction Permit,REPLACE ALLEXTERIOR  WINDOWS & SLIDING GLASS DOORS,WALDO FERNANDEZ,Completed,Replacement
2/28/2019,BCP2019-020845,Building - Construction Permit,HALL BATHROOM REMODEL.  SUBJECT TO FIELD INSPECTIONS,ERMA JOHNSON,Completed,Remodel
2/28/2019,BCP2019-020844,Building - Construction Permit,REMOVE AND REPLACE SHINGLE ROOF WITH PEEL STICK UNDERLAYMENT FL# 2569.1 AND ATLAS PINACLE SHINGLES FL # 16305.1,JESSICA VERNEUILLE,Completed,Replacement
2/28/2019,BCP2019-020841,Building - Construction Permit,Online Permit - Change out garage door16x7  FL#16660.14 - Haas,Huston,License Holder Self Certify,"Windows, Doors and Garage Doors"
2/28/2019,BCP2019-020840,Building - Construction Permit,SWO2019-01004 REPLACE WOOD SIDING WITH T-11,CHRISTOPHER GORGES,Expired,Replacement
2/28/2019,BCP2019-020838,Building - Construction Permit,REPLACE GARAGE DOOR,NEW WAY BUILDERS,Completed,Replacement
2/28/2019,BCP2019-020836,Building - Construction Permit,Online Permit - REPLACE 2- 9 X 7 NON WINDLOAD GARAGE WITH 2-9 X 7 WINDLOAD GARAGE DOOR. FL15279.85,DENNIS CUCKLER,License Holder Self Certify,"Windows, Doors and Garage Doors"
2/28/2019,BCP2019-020834,Building - Construction Permit,"Online Permit - E/C/O BRYANT 2.5 TON 14SEER, Cond. Model# 114CNA03000, A/H Model # FB4CNF030L00, 10KW",MORALES,Completed,A/C Change Out
2/28/2019,BCP2019-020833,Building - Construction Permit,(SWO2017-07022) INSTALL 208 LINEAR FT OF 6 FT WOOD FENCE(GOOD SIDE MUST FACE OUT)  INSTEAD OF THE CHAIN LINK UNDER PERMIT BCP2017-11100,"SHIFFLETTE, SHARON & JOHN",Completed,Fence
2/28/2019,BCP2019-020832,Building - Construction Permit,INSTALL 3 IMPACT WINDOWS  FL# 13010.4,LORI JORGENSEN,Completed,Replacement
2/28/2019,BCP2019-020192A,Building - Amendment,CHANGES TO THE DIMENSIONS FOR THE LAYOUT OF PASSENGER SHELTERS AND AMENITIES,CITY OF CLEARWATER,Completed,undefined
2/28/2019,BCP2018-100882A,Building - Amendment,ADDING FIRE WALL/STOP PER ENGINEERING PLAN,"SZPANKOWSKI, WOJCIECH",Completed,undefined
2/28/2019,BCP2019-010101A,Building - Amendment,Void,Void,Void,undefined
2/27/2019,BCP2019-020828,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - install electric water heater,McDonald Heater,Completed,Water Heater Change Out
2/27/2019,BCP2019-020827,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - w/h change out,w/h change out,Completed,Water Heater Change Out
2/27/2019,BCP2019-020820,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O 2 TON 14 SEER VERT HP SPLIT SYSTEM  COND-M4HP4024   A/H-M4AH4P25 (Air Handler,Condenser)",PLANTE,Completed,A/C Change Out
2/27/2019,BCP2019-020819,Building - Over the Counter Permit,"Online Permit - A/C Change Out - 5 Ton 14 Seer Goodman SC (Air Handler,Condenser)",M Kasrenakes,Completed,A/C Change Out
2/27/2019,BCP2019-020817,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out 2.5 ton 14 SEER heat pump Trane Split system (Air Handler,Condenser)",Dolsak,Completed,A/C Change Out
2/27/2019,BCP2019-020806,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - REPLACE A ELECTRIC WATER HEATER SAME LOCATION,HUSSAIN,Completed,Water Heater Change Out
2/27/2019,BCP2019-020802,Building - Over the Counter Permit,Online Permit - Electrical - KITCHEN REMOD AND TANKLESS HWH,KITCHEN REMOD,Completed,Electrical
2/27/2019,BCP2019-020797,Building - Over the Counter Permit,Online Permit - A/C Change Out - E/C/O  1.5 TON WATER SOURCE HORZ.MODEL# 50PCH024ZCN3ACD1 3316V44527,JONES,Completed,A/C Change Out
2/27/2019,BCP2019-020792,Building - Over the Counter Permit,A/C E/C/O,BENKE,Completed,A/C Change Out
