Date,Record Number,Record Type,Description,Project Name,Status,Short Notes
1/13/2021,BCP2021-010281,Building - Construction Permit,"Online Permit - install 22kw generator with 200 and ATS on 4"" gen pad, hooked to natural gas.  SITE IS LOCATED IN  AE-11 FLOOD ZONE  Generator to be mounted @ DFE  of 13ft.",Feldman Generator,Active,Electrical
1/13/2021,BCP2021-010280,Building - Construction Permit,Online Permit - <300K - Tear off and re-roof.SQ: 20.Pitch: 3/12.Shingle: FL18355.Underlayment: FL16850.Flat: 2 SQ FL5293.,LEO CAPITAL LLC,Completed,Roof
1/13/2021,BCP2021-010279,Building - Construction Permit,Online Permit - Interior Remodel,Hampton Dining Room,Active,Remodel
1/13/2021,BCP2021-010277,Building - Construction Permit,"Online Permit - Install 16,000LB Deco Boat Lift (Electric to be permitted by electric contractor separately)",Preysler Lift,Active,Addition
1/13/2021,BCP2021-010275,Building - Construction Permit,Online Permit - Dental office buildout - non-structural,Pacific Dental Services,Hold,Remodel
1/13/2021,BCP2021-010274,Building - Construction Permit,"Online Permit - The replacement and reconstruction of common area elements that were water damaged and removed by others in 3 units. To include wall and ceiling insulation and drywall, gypcrete topping over subfloor within 3 units.",Bld 9,Active,Repair
1/13/2021,BCP2021-010273,Building - Construction Permit,"Online Permit - <300k T/O MODIFIED ROOF, RE-NAIL DECK TO CODE, INSTALL GAF EVERGUARD EXTREME TPO SYSTEM (FL5293.1), 10 SQ, 0/12, 1 STORY.",GOETZ RESIDENTIAL REROOF,Completed,Roof
1/13/2021,BCP2021-010270,Building - Construction Permit,Online Permit - REPLACE 85LF OF 6'HIGH WHITE PVC FENCING,GULF TO BAY MHP,Completed,Fence
1/13/2021,BCP2021-010269,Building - Construction Permit,Online Permit - Install (1) Trane 4TWX6048 / TEM6A0C48 4-ton system.  16.00 SEER,DYER,Completed,A/C Change Out
1/13/2021,BCP2020-120183A,Building - Plan Amendment Application (Online),Online Permit - Substitution of back door due to availability issues. The door originally submitted is back-ordered for over 90 days. FL12769,Exterior door and window replacement -- Plan Amendment(BCP2020-120183),Completed,"Windows, Doors and Garage Doors"
1/13/2021,BCP2020-100152A,Building - Plan Amendment Application (Online),Online Permit - After review of the existing foundations on the east side of the building it was recommended by contractor and agreed to by owner to replace existing foundations due to undermining. the attached plan shows the proposed new foundations as required.,Convenient Storage Rebuild -- Plan Amendment(BCP2020-100152),Completed,Remodel
1/13/2021,BCP2020-060365A,Building - Plan Amendment Application (Online),Online Permit - RESPONSE TO BUILDING INSPECTION COMMENTS. DRAWING REQUIRED FOR FRAMING AND ONE HOUR FIRE WALL.,GENERAL REPAIRS -- Plan Amendment(BCP2020-060365),Completed,Remodel
1/13/2021,BCP2020-120525A,Building - Plan Amendment Application (Online),Online Permit - Revise permit to remove replacement of entry door line #3 from scope of work.  Homeowner has cancelled this  portion of job,11025080-11025085-11025417 - Cristal -- Plan Amendment(BCP2020-120525),Completed,"Windows, Doors and Garage Doors"
1/13/2021,BCP2020-070625A,Building - Amendment,UNDER CONSTRUCTION ELEVATION CERTIFICATE,EMERGE,Completed,undefined
1/12/2021,UNS2021-00001,Building/Enforcement/Unsafe Building/UNS,FIRE DESTROYED MOBILE HOME LOT129,,Received,undefined
1/12/2021,SWO2021-01018,Building/Enforcement/Stop Work Order/SWO,"**3X FEE** Walls, electric, plumbing, hvac, drywall etc. no permits.",,Stop Work Order,undefined
1/12/2021,BCP2021-010259,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Water Heater Replacement,Island Walk,Completed,Water Heater Change Out
1/12/2021,BCP2021-010258,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O 2.5 TON 14 SEER VERT H/P SPLIT (Air Handler,Condenser)",MITCHELL,Completed,A/C Change Out
1/12/2021,BCP2021-010250,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL CHANGE OUT, NO ELECTRIC, 3.5 TON CONDENSER & AIR HANDLER, 15 SEER, 10 KW. (Air Handler,Condenser)",MCCULLOGH,Active,A/C Change Out
1/12/2021,BCP2021-010240,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO 14.5 seer 2.5 ton straight cool w 10kw (Air Handler,Condenser)",Gill,Completed,A/C Change Out
1/12/2021,BCP2021-010239,Building - Over the Counter Permit,Online Permit - A/C Change Out - eQUAL cHANGE OUT OF ac PACKAGE UNIT 3 TON 14 SEER 7.5 kw HEAT STRIP NO ELEC OR DUCT (Package Unit),AC CHANGE OUT,Completed,A/C Change Out
1/12/2021,BCP2021-010238,Building - Over the Counter Permit,Online Permit - A/C Change Out - 3 TON 14 SEER HEAT PUMP PACKAGE UNIT (Package Unit),HVAC REPLACEMENT,Completed,A/C Change Out
1/12/2021,BCP2021-010236,Building - Over the Counter Permit,Online Permit - Sewer Repair - Replacement - REPLACE 10' SECTION OF EXISITNG SEWER LINE BY FRONT STEPS,DELANEY,Completed,Sewer Repair - Replacement
1/12/2021,BCP2021-010235,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO 3T 16 SEER HP, VERT IN CLOSET (Air Handler,Condenser)",ROGGENBUCT,Completed,A/C Change Out
1/12/2021,BCP2021-010234,Building - Over the Counter Permit,Online Permit - Gas Line - PIPE NAT GAS TO OUTDOOR TNKLS WATER HEATER. GAS ONLY PERMIT. PLUMBING AND ELECTRIC TO BE PERMITTED AND DONE BY OTHERS.,"STALLINGS, KEVIN",Completed,Gas Line
1/12/2021,HOU2021-00002,Building/Enforcement/Housing/HOU,Sewage leak in driveway,,No Violation,undefined
1/12/2021,FIR2021-01005,Building - Fire,RELOCATE 12 FIRE SPRINKLER HEADS,MORTON PLANT HOSP,Active,Fire Sprinkler
1/12/2021,BCP2021-010266,Building - Construction Permit,"Online Permit - OVER 300K - reroof, 68 sq tile,",807 harbor Island,Active,Roof
1/12/2021,BCP2021-010265,Building - Construction Permit,Online Permit - <300K - Tear off existing roof install new shingleOwens Corning Fl 10674.1Peel & Stick Fl 9777.117 SqPitch 4/12Remove existing roof install new flatFirestone Fl 984.14 Sq,MABEE,Completed,Roof
1/12/2021,BCP2021-010264,Building - Construction Permit,INSTALL APPROX 125' LF OF NEW CORRUGATED VINYL SHEET PILING SEAWALL WATER WARD OF THE EXISTING SEAWALL,"DAMORE, KARIN W REVOCABLE TRUST",Completed,Marine
1/12/2021,BCP2021-010263,Building - Construction Permit,"Online Permit - Remove and replace existing sliding glass doors.2 SetsNon-Impact, above 60' and no aggregate roofs nearby.Meets Turtle Code SGD Fl #21179.1 +60/-60",Prier,Completed,"Windows, Doors and Garage Doors"
1/12/2021,BCP2021-010262,Building - Construction Permit,"Online Permit - Online Permit-Replace front doors for units 1201, 1202, 1203, 1204 and 1205 in building 12. Replace front doors size for size. New doors shall be impact rated, steel prehung. FL#22513.6",Door Replacement,Completed,"Windows, Doors and Garage Doors"
1/12/2021,BCP2021-010261,Building - Construction Permit,Online Permit - Kitchen Remodel - Add new island and remove some existing non-load bearing walls.,"Weaver, Adam",Completed,Remodel
1/12/2021,BCP2021-010260,Building - Construction Permit,Online Permit - SWO2019-12011- Kitchen renovation,Lolos Residence,Revisions Needed,Remodel
1/12/2021,BCP2021-010257,Building - Construction Permit,"Online Permit - replace 200amp panel with grounding, install a 60amp sub panel",Martin,Completed,Electrical
1/12/2021,BCP2021-010256,Building - Construction Permit,ADD CIRCULAR DRIVEWAY TO EXISTING DRIVEWAY,CLARK,Revisions Needed,Driveway
1/12/2021,BCP2021-010255,Building - Construction Permit,Online Permit -<300k Remove and replace 21 sq. shingle roof and 9 sq. flat roof. 1 story. 4/12 pitch. Using Atlas Insulation 17989.1CertainTeed 2533.1 Soprema 2569.1 Atlas Shingles 16305.1,Pollick,Completed,Roof
1/12/2021,BCP2021-010254,Building - Construction Permit,Online Permit - 87' of 6' white vinyl privacy,Tom Menefee,Completed,Fence
1/12/2021,BCP2021-010253,Building - Construction Permit,"SHINGLES FL10124.1, FL9777.1. 52 SQS PITCH","DALTON, MICHAEL",Completed,Roof
1/12/2021,BCP2021-010252,Building - Construction Permit,"Online Permit - <300K - Replace existing shingle roof FL15216, FL10674",Roof,Completed,Roof
1/12/2021,BCP2021-010251,Building - Construction Permit,"Online Permit - <300k, REPLACE EXISTING SHINGLE WHOLE ROOF, FL16305-R8, FL.16226-R5",ROOF REPLACEMENT,Active,Roof
1/12/2021,BCP2021-010248,Building - Construction Permit,Online Permit - <300K - Re-roof 18 sq shingle FL10124,Kuhfal,Completed,Roof
1/12/2021,BCP2021-010247,Building - Construction Permit,Online Permit - <300K - 30SQ 1STY 3/12 PITCH: TEAR OFF EXISTING ROOF MATERIAL AND RENAIL DECK TO CODE. INSTALL A SOPREMA RESISTO UNDERLAYMENT (FL2569-R20) INSTALL A GAF SHINGLE (FL10124-R27),SIMPSON,Completed,Roof
1/12/2021,BCP2021-010246,Building - Construction Permit,Online Permit -<300k Re roof 29sq with GAF shingles FL10124.1 R-25 and Resisto underlayment FL2569.1PITCH IS 4/12,2450 Moore Haven Dr. E,Completed,Roof
1/12/2021,BCP2021-010245,Building - Construction Permit,"INSTALL WOOD FENCE, 4FT, 130LF, GOOD SIDE FACING OUTLANDSCAPE INSPECTION REQUIRED",JONES,Active,Fence
1/12/2021,BCP2021-010243,Building - Construction Permit,"Online Permit - R & R 7 WINDOWS AND 3 SLIDING GLASS DOORS WITH PGT WINGUARD VINYL FRAME, IMPACT GLASS WITH SOLAR BAN 70 LOW E & ARGON GAS. SERIES HR5510 FL #242.2 AND SERIES SH5500 FL #239.2 AND SERIES SGD5570 FL #251.10",RICK & SHEILA McKENNA,Active,"Windows, Doors and Garage Doors"
1/12/2021,BCP2021-010242,Building - Construction Permit,REMOVE AND REPLACE EXISTING DRIVEWAY,RUTH MOSMAN,Completed,Driveway
1/12/2021,BCP2021-010241,Building - Construction Permit,Online Permit - R/R  S/S  4 WINDOWS & DOORS  ALL IMPACT RESISTANT  FL#1435.2  1844.2  21179.2,G. Borland,Active,"Windows, Doors and Garage Doors"
1/12/2021,BCP2021-010237,Building - Construction Permit,"Online Permit - Like for Like - Replacing indoor / outdoor 125 AMP panel, alumicon redevice, and surge protection.",Mullen 619711,Completed,Electrical
1/12/2021,BCP2019-060764A,Building - Amendment,GARAGE FLOOR SLOPE,WILSON,Completed,undefined
1/11/2021,SWO2021-01017,Building/Enforcement/Stop Work Order/SWO,*3X FEE*-INSTALLING INGROUND POOL WITHOUT PERMIT,,No Violation,undefined
1/11/2021,SWO2021-01016,Building/Enforcement/Stop Work Order/SWO,*3X FEE*-Interior demolition - House just sold - Property Appraiser has not been updated.,,Stop Work Order,undefined
1/11/2021,SWO2021-01015,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-Major Home remodeling being done without a building permit.,,Permit Issued,undefined
1/11/2021,BCP2021-010249,Building - Over the Counter Permit,Online Permit - Cut and Cap - Sewer cut and cap permit required for demolition permit BCP2020-120686,Smith Sewer Cap and Cut,Active,Cut and Cap
1/11/2021,BCP2021-010230,Building - Over the Counter Permit,Online Permit - Electrical - Inspect repairs made by others caused by fire damage. Need release to Duke to restore power.,Valencia,Active,Electrical
1/11/2021,BCP2021-010225,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O TRANE 3 TON S/C 8KW 4TTR4036L1000A, TEM6A0C36H31 AHRI # 7791584 (Air Handler,Condenser)",LARRY & LOMA PHAN,Active,A/C Change Out
1/11/2021,BCP2021-010223,Building - Over the Counter Permit,Online Permit - Water Service - install new water meter and new water service,Rogers c,Red,Water Service
1/11/2021,BCP2021-010222,Building - Over the Counter Permit,Online Permit - Water Service - install new water meter and new water service,Rogers B,Red,Water Service
1/11/2021,BCP2021-010221,Building - Over the Counter Permit,Online Permit - Water Service - install new water meter and new water service,Rogers,Completed,Water Service
1/11/2021,BCP2021-010220,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Art Water Heater,Completed,Water Heater Change Out
1/11/2021,BCP2021-010217,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O TRANE 3 TON S/C 8KK, 4TTR4036L1000, TEM6A0C36H31 AHRI # 7791584 (Air Handler,Condenser)",CHRISTINE CARDIN,Active,A/C Change Out
1/11/2021,BCP2021-010214,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Supply and install 3.5 ton 15 SEER RUUD heat pump and AC. (Air Handler,Condenser)",Gayle,Completed,A/C Change Out
1/11/2021,BCP2021-010208,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replace Water Heater,Vallari Water Heater,Completed,Water Heater Change Out
1/11/2021,BCP2021-010205,Building - Over the Counter Permit,Online Permit - Electrical - Trench & install 30AMP 240V dedicated dock circuit. GFCI protected. Wire up 13k boat lift. (Upgrade Service),86 Windward Passage,Active,Electrical
1/11/2021,BCP2021-010203,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL HVAC CHANGE OUT  3.5 TON 15.5 SEER (Air Handler,Condenser)",LIPPERT,Completed,A/C Change Out
1/11/2021,BCP2021-010200,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out 4 ton heat pump 16 Seer (Air Handler,Condenser)",A/C Change Out,Active,A/C Change Out
1/11/2021,BCP2021-010233,Building - Construction Permit,Online Permit - Replace 2 SGD size for size with impact. FL251.10,"Mallon,Andria",Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010232,Building - Construction Permit,"Online Permit - Remove and replace 23 sqrs peel and stick underlayment Tamoko shnigles 3/12. 2nd story, FL18355, FL2569",Roof 1163,Completed,Roof
1/11/2021,BCP2021-010231,Building - Construction Permit,Online Permit - Provide and install 2 impact doors.,Rarick-Varner,Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010229,Building - Construction Permit,Online Permit - R & R 2 ENTRY DOORS WITH PLASTPRO PREHUNG FIBERGLASS IMPACT SINGLE DOORS WITH MINI BLINDS & SIDE LITES. SERIES PHS2868 FL #17184.09 AND SERIES PHS3068 FL #17184.05,WILLIAM & VIVIENNE EAL,Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010228,Building - Construction Permit,"REMOVE EXISTING SCREEN ROOM, REPLACE W/REMOVABLE WIND BREAKS ON EXISTING SLAB UNDER EXISTING ROOF",CORY ALAN SIPE,Completed,"New Accessory (Shed, Deck)"
1/11/2021,BCP2021-010227,Building - Construction Permit,Online Permit - REplace 1 sgd size for size. FL20838.1,George,Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010226,Building - Construction Permit,Online Permit - Run sewer line to back yard garage for bath group approximately 70foot .will need to saw cut drive way at front to ty in to sewer line ..install rough in in garage for toilet sink and tub . Set homeowner fixtures. Run water line from existing tap to new rough bath location install hot cold lines for bath and hook up homeowner tankless water heater. Include electric for lift station,Humleker,Revisions Needed,Remodel
1/11/2021,BCP2021-010224,Building - Construction Permit,Online Permit - Building 1457 equal replacement of 600 amp service disconnect and meter stacks for seven units and a house panel,Building 1457,Completed,Electrical
1/11/2021,BCP2021-010219,Building - Construction Permit,"Online Permit - Roof Over existing single asphalt roof, 9sq, 7/12 pitch , FL16305-R8      INSTALLATION MUST FOLLOW FLORIDA BUILDING CODE FOR REROOFING  ,SUBJECT TO SITE INSPECTIONS",Cambria,Additional Info Required,Roof
1/11/2021,BCP2021-010218,Building - Construction Permit,"Online Permit - building 1449, equal replacement of 600 amp service disconnect and meter stacks for seven units, plus a house panel",Building 1449,Completed,Electrical
1/11/2021,BCP2021-010216,Building - Construction Permit,REPLACE A GAS LINE FROM THE METER TO THE RANGE APPROXIMATELY 12-15 FEET. FOR APARTMENT NUMBER 3 (DUPLEX-4-PLEX),JUNROSS REALTY INC,Completed,Replacement
1/11/2021,BCP2021-010215,Building - Construction Permit,Online Permit - Foundation repair,CASECO GROUP LLC,Completed,Repair
1/11/2021,BCP2021-010213,Building - Construction Permit,Online Permit - SWO2020-10026 - REPLACEMENT OF EXISTING BOARDWALK,LANDMARK TOWERS BOARDWALK,Revisions Needed,Other
1/11/2021,BCP2021-010212,Building - Construction Permit,Online Permit - Change out garage door - size for size 16x6'9 - FL# 13521.5,"KEMP, STEPHEN",Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010211,Building - Construction Permit,"Online Permit - <300k, Remove existing and install new GAF shingles FL#10124.R26, Peel and Stick Underlayment FL#2569.R19, 26SQS, 5/12",CLARK_CLEVELAND,Active,Roof
1/11/2021,BCP2021-010210,Building - Construction Permit,Online Permit - Change out garage door - size for size 9x7 - FL# 13521.6,"PROPST, ASHLEY",Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010209,Building - Construction Permit,Online Permit - Installation of pv solar panels on rooftop.,Voliton Solar,Completed,Solar / Photovoltaic
1/11/2021,BCP2021-010207,Building - Construction Permit,"Online Permit - EQUAL CHANGE OUT, NO ELECTRIC, 2.5 TON CONDENSER & AIR HANDLER, 15 SEER, 5KW.",GARCIA,Completed,A/C Change Out
1/11/2021,BCP2021-010206,Building - Construction Permit,Online Permit - <300K - Tear off and replace shingles 3/12 pitch Peel N Seal underlayment FL 2569Tear off and replace 1/12 modified bitumen cap sheet over Fully adhered  tapered ISO,Ken Bray,Completed,Roof
1/11/2021,BCP2021-010204,Building - Construction Permit,Online Permit - Install 9k Hi-Tide Cuda Drive Boat LiftElectrical associated with the boat lift to be permitted & inspected per NEC,Payettes Boat Lift,Completed,Other
1/11/2021,BCP2021-010202,Building - Construction Permit,"Online Permit - Interior remodel, remove 2 non load bearing walls. Install 3 non load bearing walls to form a 3rd bedroom with closet. Cut through block wall  of new bedroom to create an egress window. remove 7 existing windows and replace with new hurricane impact windows . Remove  old kitchen cabinets and replace with new. Move refrigerator location in kitchen. Add AC supply and Return Air in new bedroom. Change tile in master bath shower. Change tile in guest bath tub area.",Kellogg Project,Completed,Remodel
1/11/2021,BCP2021-010201,Building - Construction Permit,Online Permit - Remove/Replace front door size for size - ImpactFLPA#: 16708.4,Rossillo,Active,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010199,Building - Construction Permit,Online Permit - - Remove existing 3x3 curb mount skylight- Install new 3x3 curb mount skylight,Peterson Skylight Replacement,Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010198,Building - Construction Permit,Online Permit - Residential Remodel & Addition,Mauerer Residence,Active,Remodel
1/11/2021,BCP2021-010197,Building - Construction Permit,"Online Permit - Remove existing dock and boathouse. Build new dock and boathouse and install 20,000 lb. boat lift.",Gloeckl residence,Revisions Needed,Other
1/11/2021,BCP2021-010195,Building - Construction Permit,Online Permit - Garage Door Replacement - Same Size (16x7) - (FL #8248.10),GOODWIN,Completed,"Windows, Doors and Garage Doors"
1/11/2021,BCP2021-010194,Building - Construction Permit,"Online Permit - 47,847 SF asphalt overlay of 2""",Boulevard Estates 1,Active,Repair
1/11/2021,BCP2021-010193,Building - Construction Permit,"Online Permit - <300k, TEARING OFF OLD SHINGLE ROOF AND REPLACING WITH NEW SHINGLE ROOF. FL30310-R1, FL2569-R20SLOPE - 5/12SQUARES - 34",PATTON/CARNEY RE-ROOF,Completed,Roof
1/11/2021,BCP2021-010192,Building - Construction Permit,Online Permit - OVER 300K Go over existing FLAT ROOF ONLY  roof and install GAF TPO 5293.1 8sq 1/12 pitch,3019 Geiger Ct,Active,Roof
1/11/2021,BCP2021-010191,Building - Construction Permit,Online Permit - Go over existing  roof and install GAF TPO 5293.1 16sq 1/12 pitch,1015 Vine Ave,Completed,Roof
1/11/2021,BCP2021-010190,Building - Construction Permit,"Online Permit - <300K - T/O MODIFIED ROOF, RE-NAIL DECK TO CODE, INSTALL GAF EVERGUARD EXTREME TPO SYSTEM (FL5293.1). 28 SQ, 0/12, 2 STORY",BOHNENSTEIHL RESIDENTIAL RE-ROOF,Completed,Roof
1/11/2021,BCP2021-010189,Building - Construction Permit,"Online Permit - <300K - T/O MODIFIED ROOF, RE-NAIL DECK TO CODE, INSTALL GAF EVERGUARD EXTREME TPO SYSTEM (FL5293.1). 21 SQ, 0/12, 1 STORY",MASSINI RESIDENTIAL REROOF,Completed,Roof
1/11/2021,BCP2021-010188,Building - Construction Permit,"Online Permit - <300k T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH SOPREMA RESISTO (FL2569.1), INSTALL GAF TIMBELRINE SHINGLES (FL10124.1). 47 SQ, 5/12, 1 STORY",ZIEGLER,Completed,Roof
1/11/2021,BCP2020-120745A,Building - Plan Amendment Application (Online),"Online Permit - Removal of existing metal, replace any deteriorated wood, re-nail deck per FL code. Install metal roofing system. FL. Product Approval FL30304 over underlayment FL. Product Approval FL 6785-R1031sq","Thomas, John -- Plan Amendment(BCP2020-120745)",Completed,Roof
1/10/2021,BCP2021-010187,Building - Construction Permit,"Online Permit - <300k Tear off low slope rubber roof. Re-nail the sheeting. Install 1-ply of CertainTeed SA base sheet, peal and stick. Install 1-ply of SA rubber cap sheet, peal and stick. 2/12 pitch 19sqs",Spath,Completed,Roof
1/9/2021,BCP2021-010186,Building - Over the Counter Permit,"Online Permit - A/C Change Out - equal change w/ICP COMFORTMAKER NXH636GKA/FEM4X4200BL (Air Handler,Condenser)",BROADWELL,Completed,A/C Change Out
1/9/2021,BCP2021-010185,Building - Construction Permit,"Online Permit - Replacing  1 door size for size, 15213.17",Boose,Red,"Windows, Doors and Garage Doors"
1/8/2021,SWO2021-01014,Building/Enforcement/Stop Work Order/SWO,*3X FEE*-Balcony repair on unit 806. Staging is set up. Contact Sam Vasquez 727-461-2885,,No Violation,undefined
1/8/2021,SGN2021-01002,Building - Sign,"INSTALL ONE CHANNEL LETTER SIGN, 12 X 2 X 20, INCLUDES ELECTRIC",SAVOY LLC,Active,undefined
1/8/2021,BCP2021-010179,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL HVAC CHANGE OUT 3 TON 16 SEER (Air Handler,Condenser)",ADKINS,Completed,A/C Change Out
1/8/2021,BCP2021-010164,Building - Over the Counter Permit,Online Permit - Electrical - 150amp panel changeout (Change Panel Box),wilson,Completed,Electrical
1/8/2021,BCP2021-010161,Building - Over the Counter Permit,Online Permit - Water Service - Repiping cold and hot water lines,Repipe,Completed,Water Service
1/8/2021,BCP2021-010160,Building - Over the Counter Permit,CONTROLS AND OUTLET FOR NEW BOAT LIFT;  HOOKING UP TO EXISTING WIRE / POWER AT DOCK,BRYAN D CAULFIELD,Received,Electrical
1/8/2021,BCP2021-010155,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replace existing water heater,Dick & Diane Crowl,Completed,Water Heater Change Out
1/8/2021,BCP2021-010147,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O OF A 2 TON SPLIT SYSTEM W 5 KW HEAT (Air Handler,Condenser)",NALYWAJKO,Active,A/C Change Out
1/8/2021,BCP2021-010146,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replace water heater,Elgayar Heater,Completed,Water Heater Change Out
1/8/2021,BCP2021-010145,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal changeout.  Install (1) Trane 4TWX6030 / TEM6A0C30 2.5-ton system.  16.00 SEER w/ 5 kW heater. (Air Handler,Condenser)",FALLON,Completed,A/C Change Out
1/8/2021,HOU2021-00001,Building/Enforcement/Housing/HOU,"RENTER HAS HOLE IN BATHROOM WALL AND CEILING, WATER DAMAGE FROM ATTIC AREA, NO HEAT",,Complied,undefined
1/8/2021,FIR2021-01004,Building - Fire,INSTALLATION OF FIRE SPRINKLER SYSTEM ALTERATION,J S M PROMENADE LLC,Active,Fire Sprinkler
1/8/2021,FIR2021-01003,Building - Fire,PROPER FIRE SPRINKLER COVERAGE FOR THE NEW ARCHITECTURAL LAYOUT,BLESSED CUP AXE THROWING,Active,Fire Sprinkler
1/8/2021,BCP2021-010184,Building - Construction Permit,Online Permit - <300K - Tear off existing roof install new shingleOwens Corning Fl 10674.1Peel & Stick Fl 9777.136SqPitch 5/12ROLL ROOF OVER INSTALL NEW FLATCERTAINTEED FL 984.1,JENSEN,Completed,Roof
1/8/2021,BCP2021-010183,Building - Construction Permit,"Online Permit - <300k, Tear off existing roof install new shingleOwens Corning Fl 10674.1Peel & Stick Fl 9777.123 SqPitch 4/12",PROPST,Completed,Roof
1/8/2021,BCP2021-010182,Building - Construction Permit,Online Permit - Installing 75ft of 6'H Privacy PVC on the right side line towards the back and 6' of 6'h Privacy PVC sloping down to 94' of 4'H Privacy PVC across the back line,"Gernat, Jason",Revisions Needed,Fence
1/8/2021,BCP2021-010181,Building - Construction Permit,"Online Permit - <300K - ROOF OVER carport install GAF shingles FL#10124.R26, 4sqs, 5/12, ROOF OVER install TPO GAF EVERGUARD TPO FL# 5293-R28, 8sqs, 0/12",HIRST_JASMINE,Additional Info Required,Roof
1/8/2021,BCP2021-010180,Building - Construction Permit,"Online Permit - 4 impact windows, size for size, fl # 1844.2",Cammisa,Active,"Windows, Doors and Garage Doors"
1/8/2021,BCP2021-010178,Building - Construction Permit,REPLACE DRIVEWAY WITH PAVERS,BEAUSANG,Completed,Driveway
1/8/2021,BCP2021-010177,Building - Construction Permit,"Online Permit - 2 impact windows and 4 impact doors, size for size, fl # 5419.1, fl # 15534.2, fl # 21179.2, fl # 14803.7",Skovajsa,Active,"Windows, Doors and Garage Doors"
1/8/2021,BCP2021-010176,Building - Construction Permit,"Online Permit - 2 impact doors, size for size, fl # 21179.2",Luna,Active,"Windows, Doors and Garage Doors"
1/8/2021,BCP2021-010175,Building - Construction Permit,"Online Permit - 5 impact windows, size for size, fl # 1844.2, fl # 16735.1",Bowes,Completed,"Windows, Doors and Garage Doors"
1/8/2021,BCP2021-010174,Building - Construction Permit,"Online Permit - Demo bathroom ( shower tiles, ceiling drywall, vanity cabinet, mirror, medicine cabinet)Install new shower tiles approx. 70 sqf. New mirror 36x36 New Medicine cabinet Repair drywall Like in kind repairsNew bathroom vanity cabinet with formica topPaint.   Paint entire unit with ceilings ( paint will be provided by the Community ) Haul away debris",Bathroom remodel,Completed,Repair
1/8/2021,BCP2021-010173,Building - Construction Permit,"MOUNT POOL SOLAR PANELS FLAT TO ROOF PITCH, NO ELECTRIC",BELL,Completed,Solar / Photovoltaic
1/8/2021,BCP2021-010172,Building - Construction Permit,"MOUNT POOL SOLAR PANELS FLAT TO ROOF PITCH, NO ELECTRIC",MCLOUGHLIN,Active,Solar / Photovoltaic
1/8/2021,BCP2021-010171,Building - Construction Permit,"Online Permit - 4 impact windows and 2 impact doors, size for size, fl # 1844.2, fl # 1435.2, fl # 7058.2, fl # 21179.2, fl # 261.1",Farina,Active,"Windows, Doors and Garage Doors"
1/8/2021,BCP2021-010170,Building - Construction Permit,Online Permit - Equal changeout.  Install (1) Trane 4TWX8036 / TAM9A0C36V 3-ton system.  17.00 SEER w/ 5 kW heater.,CURTISS,Completed,A/C Change Out
1/8/2021,BCP2021-010169,Building - Construction Permit,Online Permit - equal c/o 5 ton h/p cond. side garage a/h horiz. attic 8 kw heater 16 seer Carrier 25HCB660  FV4CNB006,Raymond Applewhaite,Completed,A/C Change Out
1/8/2021,BCP2021-010168,Building - Construction Permit,Online Permit - Installing 3 barrier gates,Light of Christ Catholic Church,Active,Fence
1/8/2021,BCP2021-010167,Building - Construction Permit,Online Permit - Installing 213' of 6' high white pvc with 2 walk gates,Orphanos,Completed,Fence
1/8/2021,BCP2021-010166,Building - Construction Permit,Online Permit - <300k Re-roof 15sq 3/12 pitchGAF FL10124RESISTO FL2569,1104 Commodore,Active,Roof
1/8/2021,BCP2021-010165,Building - Construction Permit,INSTALL 6' WOOD FENCE 24' LF (GOOD SIDE MUST FACE OUT),"SICCO, MARK",Completed,Fence
